  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   627,    P-1011,   2025/07/28 04:39:57,Picarro_Sample_Tray-86,      11,        -8.795,       -16.479,      -171.887,        -0.061,         12195,       0,    1,                                        ,                                        ,                 H2O, 1753703072.12,         0.219,         0.183,         0.681,         0.170,        89.266,         0.000,         0.001,         1.506,        47.760,        25.628,         0.635,        43.123,         0.939,        -0.045,        0.0000,        0.0000,    0,        39.500,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   628,    P-1011,   2025/07/28 04:48:57,Picarro_Sample_Tray-86,      12,        -8.774,       -16.453,      -171.854,        -0.053,         12226,       0,    1,                                        ,                                        ,                 H2O, 1753703612.13,         0.189,         0.170,         0.659,         0.145,        88.981,         0.000,         0.002,         1.504,        47.878,        25.415,         0.637,        44.129,         0.940,         0.113,       -0.0000,        0.0000,    0,        39.500,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   629,    P-1012,   2025/07/28 04:58:10,Picarro_Sample_Tray-93,       1,        -8.253,       -15.513,      -156.104,        -0.032,         12723,      -1,    1,                                        ,                                        ,                 H2O, 1753704165.40,         0.196,         0.171,         0.598,         0.154,        91.701,        -0.000,         0.003,         1.546,        50.181,        26.574,         0.665,        45.416,         0.941,         0.003,        0.0000,       -0.0000,    0,        39.438,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   630,    P-1012,   2025/07/28 05:07:11,Picarro_Sample_Tray-93,       2,        -8.230,       -15.444,      -154.916,        -0.047,         12183,      -1,    1,                                        ,                                        ,                 H2O, 1753704705.54,         0.196,         0.171,         0.671,         0.148,        90.439,        -0.000,         0.002,         1.530,        47.656,        25.501,         0.645,        43.730,         0.940,         0.069,       -0.0000,       -0.0000,    0,        39.438,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   631,    P-1012,   2025/07/28 05:16:11,Picarro_Sample_Tray-93,       3,        -8.259,       -15.472,      -154.766,        -0.061,         12241,      -1,    1,                                        ,                                        ,                 H2O, 1753705246.04,         0.186,         0.180,         0.678,         0.144,        90.571,         0.000,         0.002,         1.526,        47.928,        25.761,         0.637,        43.408,         0.941,        -0.022,       -0.0000,       -0.0000,    0,        39.375,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   632,    P-1012,   2025/07/28 05:25:11,Picarro_Sample_Tray-93,       4,        -8.237,       -15.451,      -154.653,        -0.049,         12177,       0,    1,                                        ,                                        ,                 H2O, 1753705786.30,         0.189,         0.165,         0.633,         0.145,        88.039,         0.000,         0.001,         1.489,        47.690,        25.679,         0.639,        42.795,         0.938,        -0.082,       -0.0000,        0.0000,    0,        39.312,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   633,    P-1012,   2025/07/28 05:34:11,Picarro_Sample_Tray-93,       5,        -8.228,       -15.451,      -154.613,        -0.040,         12240,       0,    1,                                        ,                                        ,                 H2O, 1753706326.81,         0.184,         0.174,         0.645,         0.139,        90.382,         0.000,         0.003,         1.520,        47.999,        25.744,         0.639,        43.149,         0.940,        -0.096,       -0.0000,        0.0000,    0,        39.312,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   634,    P-1012,   2025/07/28 05:43:10,Picarro_Sample_Tray-93,       6,        -8.220,       -15.447,      -154.537,        -0.035,         12186,       0,    1,                                        ,                                        ,                 H2O, 1753706865.53,         0.172,         0.168,         0.642,         0.146,        88.544,         0.000,         0.002,         1.501,        47.701,        25.411,         0.647,        43.882,         0.940,         0.041,        0.0000,       -0.0000,    0,        39.250,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   635,    P-1012,   2025/07/28 05:52:11,Picarro_Sample_Tray-93,       7,        -8.260,       -15.492,      -154.581,        -0.050,         12240,       0,    1,                                        ,                                        ,                 H2O, 1753707405.76,         0.187,         0.166,         0.609,         0.144,        91.154,         0.000,         0.003,         1.537,        47.878,        25.860,         0.646,        43.439,         0.939,         0.035,        0.0000,       -0.0000,    0,        39.188,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   636,    P-1012,   2025/07/28 06:01:11,Picarro_Sample_Tray-93,       8,        -8.205,       -15.414,      -154.603,        -0.036,         12156,       0,    1,                                        ,                                        ,                 H2O, 1753707945.10,         0.198,         0.175,         0.651,         0.150,        90.248,         0.000,         0.002,         1.521,        47.637,        25.622,         0.642,        42.665,         0.939,        -0.129,        0.0000,        0.0000,    0,        39.188,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   637,    P-1012,   2025/07/28 06:10:12,Picarro_Sample_Tray-93,       9,        -8.226,       -15.472,      -154.532,        -0.027,         12213,       0,    1,                                        ,                                        ,                 H2O, 1753708486.36,         0.193,         0.180,         0.663,         0.151,        90.409,         0.000,         0.003,         1.520,        47.866,        25.627,         0.643,        43.257,         0.941,        -0.097,        0.0000,       -0.0000,    0,        39.250,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   638,    P-1012,   2025/07/28 06:19:12,Picarro_Sample_Tray-93,      10,        -8.207,       -15.452,      -154.516,        -0.018,         12243,       0,    1,                                        ,                                        ,                 H2O, 1753709026.33,         0.185,         0.179,         0.686,         0.144,        88.391,         0.001,         0.001,         1.498,        48.006,        25.598,         0.642,        43.622,         0.943,        -0.055,       -0.0000,       -0.0000,    0,        39.250,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
   639,    P-1012,   2025/07/28 06:28:13,Picarro_Sample_Tray-93,      11,        -8.223,       -15.451,      -154.478,        -0.035,         12176,       0,    1,                                        ,                                        ,                 H2O, 1753709567.05,         0.178,         0.169,         0.671,         0.140,        89.285,        -0.000,         0.001,         1.515,        47.677,        25.553,         0.642,        43.197,         0.940,        -0.097,       -0.0000,        0.0000,    0,        39.188,Picarro_Sample_Tray,      93,       7,    UBC_01,       0,       1
